layer_idx,matrix_type,mass_0.05,mass_0.10,mass_0.15,mass_0.20,mass_0.25,mass_0.30,sv_max,sv_min,sv_mean,condition_number
0,mlp.down_proj,0.010281240567564964,0.027190154418349266,0.04688747972249985,0.0695890486240387,0.09531091898679733,0.1242736205458641,7.122446537017822,0.5299345850944519,2.543883800506592,13.440237045288086
0,mlp.gate_proj,0.000677501258905977,0.0031491925474256277,0.0068265777081251144,0.012440728023648262,0.02097228914499283,0.033487193286418915,12.876629829406738,0.10905823856592178,2.433589220046997,118.07113647460938
0,mlp.up_proj,0.0008702229242771864,0.0044248984195292,0.009888770058751106,0.01799086667597294,0.02955622225999832,0.045550763607025146,6.0319719314575195,0.12048131972551346,2.2069995403289795,50.06562042236328
0,self_attn.k_proj,0.003019883530214429,0.009830239228904247,0.021371454000473022,0.04182709380984306,0.07192808389663696,0.10822539031505585,4.125515460968018,0.2307351529598236,2.1939425468444824,17.879873275756836
0,self_attn.o_proj,9.791972843231633e-05,0.0009055797709152102,0.003337855450809002,0.008863860741257668,0.01892123743891716,0.034403398633003235,4.125837802886963,0.0004803371266461909,0.8486741781234741,8589.462890625
0,self_attn.q_proj,3.549151369952597e-05,0.00031506948289461434,0.0011083090212196112,0.0027726623229682446,0.005670817103236914,0.010252988897264004,14.689971923828125,0.00029160044505260885,1.2631663084030151,50377.0546875
0,self_attn.v_proj,0.01786416582763195,0.04474562034010887,0.07328828424215317,0.10717141628265381,0.1435312181711197,0.18235868215560913,1.1094661951065063,0.19858472049236298,0.734211802482605,5.5868659019470215
1,mlp.down_proj,1.5251292495577218e-07,9.671380212239455e-07,2.325560217286693e-06,4.380234713607933e-06,8.533497748430818e-06,3.9133039535954595e-05,11.310778617858887,0.00018595115398056805,0.6647109389305115,60826.61328125
1,mlp.gate_proj,2.5098040978832614e-08,2.549472526425234e-07,7.39330005217198e-07,1.6815163235150976e-06,4.150991571805207e-06,2.356962431804277e-05,11.752068519592285,0.00013338173448573798,0.8709579706192017,88108.53125
1,mlp.up_proj,1.168077989888161e-08,8.118406213952767e-08,2.0357408914151165e-07,3.8831410620332463e-07,8.25921176783595e-07,5.666578999807825e-06,11.502058029174805,8.244718628702685e-05,0.6046515703201294,139508.1875
1,self_attn.k_proj,0.0005555609823204577,0.002736589638516307,0.0069676777347922325,0.013844144530594349,0.023202475160360336,0.03521579131484032,4.9684977531433105,0.05683039501309395,1.6440843343734741,87.42676544189453
1,self_attn.o_proj,4.1048682760447264e-05,0.00039387389551848173,0.0013801096938550472,0.0034004778135567904,0.0068379733711481094,0.012119973078370094,4.281015396118164,0.0001849339168984443,0.7950435876846313,23148.892578125
1,self_attn.q_proj,4.078904566995334e-06,7.138827641028911e-05,0.0003286388237029314,0.0009462196612730622,0.0021206256933510303,0.00411454401910305,7.406546115875244,0.00021932089293841273,0.911159098148346,33770.36328125
1,self_attn.v_proj,0.014204523526132107,0.0366663783788681,0.061292365193367004,0.09131258726119995,0.12437719851732254,0.16058672964572906,1.2113392353057861,0.20387177169322968,0.8143303990364075,5.941672325134277
10,mlp.down_proj,0.010184227488934994,0.02762654982507229,0.047946471720933914,0.07089859992265701,0.09652894735336304,0.12503480911254883,8.438992500305176,0.384770929813385,2.436534881591797,21.932510375976562
10,mlp.gate_proj,0.011008159257471561,0.028849057853221893,0.049034662544727325,0.07163509726524353,0.09658727794885635,0.12415670603513718,15.313125610351562,0.17742875218391418,3.0416054725646973,86.30577087402344
10,mlp.up_proj,0.012073623947799206,0.03318636864423752,0.056971870362758636,0.08327995240688324,0.11222381889820099,0.14411935210227966,5.125914573669434,0.17149269580841064,2.5369198322296143,29.88998794555664
10,self_attn.k_proj,0.0022237643133848906,0.007579009048640728,0.015340934507548809,0.026891233399510384,0.04183351621031761,0.06047485023736954,2.4530465602874756,0.1601850688457489,1.1325104236602783,15.313827514648438
10,self_attn.o_proj,3.7493169656954706e-05,0.00031567245605401695,0.0010724399471655488,0.0026197521947324276,0.005251983180642128,0.009356096386909485,4.002177715301514,0.0010165502317249775,0.8654211759567261,3937.01904296875
